id,name,description,image,type,weight,special_effect,how_to_acquire,in_game_section,dlc
armor_538,Iron Gauntlets,Ordinary iron gauntlets.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/iron_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,2.9,,"Can be bought from the Nomadic Merchant at the eastern side of Weeping Peninsula, for 1500 Runes.Elden Ring Map here",6,0
armor_539,Kaiden Gauntlets,"Gauntlets worn by Kaiden sellswords. These hulking, fearless mercenaries, said to hail from the mountaintops of the wintry north, are adept at fighting on horseback. Kaiden is the name of their home settlement.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/kaiden_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,2.9,,Dropped by Northern Mercenaries and Mounted Northern Mercenaries found in Limgrave.,6,0
armor_540,Knight Gauntlets,"Iron gauntlets of an unknown knight. It is made of thin iron plate. Such metal armor is heavy, but provides considerable damage negation.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/knight_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,3.5,,"Can be purchased from Enia at the Roundtable Hold for 3,000 Runes.",7,0
armor_541,Land of Reeds Gauntlets,Gauntlets wrapped in tough leather.Worn by the warriors of the Land of Reeds,http://eldenring.wiki.fextralife.com/file/Elden-Ring/land_of_reeds_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,2.8,,"Starting Equipment for the Samurai Class.Sold by the Isolated Merchant in Dragonbarrow for 1,000 Runes.Elden Ring Map here",6,0
armor_542,Leather Gloves,Lightweight and battle-proven leather gloves worn by a savvy soldier.Many admire the wearer of this armor for his chivalrous and forthright spirit.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/leather_gloves_elden_ring_wiki_guide_200px.png,gauntlets,2.4,,Murkwater Cave. Drops from Patches if he's killed after pleading for mercy. Elden Ring Map here,4,0
armor_543,Leyndell Knight Gauntlets,Gauntlets worn by knights sworn to defend the royal capital of Leyndell. Time has yet to dull their luster,http://eldenring.wiki.fextralife.com/file/Elden-Ring/leyndell_knight_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,3.9,,"Dropped by Gold Dragon Cult Knights.Chance to drop from Leyndell Knights encountered in Leyndell, Royal Capital.",7,0
armor_544,Leyndell Soldier Gauntlets,Gauntlets worn by soldiers sworn to defend the royal capital of Leyndell.Rust-worn and stained through unending conflict.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/leyndell_soldier_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,3.5,,May drop from Knights in Leyndell Royal Capital.,6,0
armor_545,Lionel's Gauntlets,"Founded iron gauntlets. Worn by Lionel the Lionhearted. When this chivalrous dauntless knight met Fia, who had been driven from her home, he declared himself to be her father.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/lionels_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,7.1,,"Found on the bed in the building with the Lower Capital Church grace in Leyndell, Royal Capital.Elden Ring Map here",10,0
armor_546,Lusat's Manchettes,"Manchettes corroded by blue glintstones. Worn by Lusat, primeval current sorcerer.Lusat had reached a near-inorganic state.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/lusats_manchettes_elden_ring_wiki_guide_200px.png,gauntlets,1.1,,"All three armor pieces can be found after completing Sorceress Sellen's questline and siding with Sellen, return to Lusat's location in the Sellia Hideaway. The entire set will be on the ground where he used to occupy.Elden Ring Map here",2,0
armor_547,Malenia's Gauntlet,"Gauntlet made of unalloyed gold. Worn by Malenia, Blade of Miquella. Malenia awaited Miquella at the foot of the husk. ""My brother will keep his promise. He possesses the wisdom, the allure, of a godhe is the most fearsome Empyrean of all.""",http://eldenring.wiki.fextralife.com/file/Elden-Ring/malenias_gauntlet_elden_ring_wiki_guide_200px.png,gauntlets,3.1,,"Purchased from Enia for 12,000 runes after defeating Malenia Blade of Miquella.",6,0
armor_548,Malformed Dragon Gauntlets,"Malformed golden gauntlets.Adorned with various dragon imagery and worn by the misshapen Tree Sentinels.After the great ancient dragon Gransax attacked, the sentinels had an epiphany. The only way to truly protect the Erdtree was to become dragons themselves.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/malformed_dragon_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,5.3,,Dropped by the Draconic Tree Sentinel in Crumbling Farum Azula.Elden Ring Map here,9,0
armor_549,Maliketh's Gauntlets,"Beast's gauntlets made of black iron and decorated with gold. Worn by Maliketh the Black Blade.Maliketh, Queen Marika's loyral half-brother, bore a blade imbued with Destined Death, and there was not one demigod who did not fear him. Champions knew what was at stake. Indeed, that is what made them champions",http://eldenring.wiki.fextralife.com/file/Elden-Ring/malikeths_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,4.3,,"Bought from the Enia in the Roundtable Hold after defeating Maliketh, the Black Blade.",8,0
armor_550,Mausoleum Gauntlets,Gauntlets worn by headless soldiers who endlessly guard the Wandering Mausoleum.Rust-worn and stained through unending conflict.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/mausoleum_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,3.5,,Mausoleum Soldier Set pieces drop from Mausoleum Soldiers. They can be found patrolling areas around some of the Wandering Mausoleums.An easy spot to farm this set is east of the East Gate Bridge Trestle site of grace in Liurnia of the Lakes. Several groups of 3 or 4 Mausoleum Soldiers are patrolling around this Wandering Mausoleum.,6,0
armor_551,Mausoleum Knight Gauntlets,Gauntlets worn by headless knights who endlessly guard the Walking Mausoleum.Time has yet to dull their luster.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/mausoleum_knight_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,3.9,,"Mausoleum Knight Set pieces are dropped by Mausoleum Knights, typically found in Liurnia of the Lakes. The easiest one to farm is directly outside the Black Knife Catacombs entrance, which can be reset quickly with the site of grace.",7,0
armor_552,Millicent's Gloves,Gloves worn by Millicent the Rotting,http://eldenring.wiki.fextralife.com/file/Elden-Ring/millicents_gloves_elden_ring_wiki_guide_200px.png,gauntlets,1.1,,The Millicent's Gloves Armor Gauntlets piece is not currently obtainable.,0,0
armor_553,Mushroom Arms,"Mushrooms found growing all over the body. These overgrown mushroom have colonized the arms. To those enraptured by the scarlet rot, they are holy vestments that root one to the earth.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/mushroom_arms_elden_ring_wiki_guide_200px.png,gauntlets,1.7,,Found in a cavern in Seethewater Cave filled with mushroom people and a Giant Poison Flower.Elden Ring Interactive Map Link,1,0
armor_554,Night's Cavalry Gauntlets,"Pitch-black gauntlets thinly painted with dried blood.Worn by the Night's Cavalry who ride funeral steeds.The Night's Cavalry, who now wander the dim roads of night, were once led by the Fell Omen and were deliverers of death for great warriors, knights, and champions.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/nights_cavalry_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,4.3,,"You can find the Night's Cavalry Set within the Consecrated Snowfield: From the Inner Consecrated Snowfield site of grace at night, look southwest and there will be a caravan being pulled by two giants and two Night's Cavalry escorts. Kill both the escorts to receive the armor alongside an Ancient Dragon Smithing Stone. Elden Ring Map here",9,0
armor_555,Noble's Gloves,"Gloves of plush leather. Worn by expatriated royalty. A gift of such rare beauty, a royal wouldn't disgrace their illustrious heritage even if found dead, in a ditch, in the middle of nowhere, while wearing such splendid raiment.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/nobles_gloves_elden_ring_wiki_guide_200px.png,gauntlets,2.1,,"The Noble's Gloves along with other pieces of the Noble's Set can be found at East Windmill Pasture, Altus Plateau, in a burning pile of corpses surrounded by a circle of dancing women.Elden Ring Map here",4,0
armor_556,Nox Bracelets,"Monastic bracelets of the Eternal City.Long ago, the Nox invoked the ire of the Greater Will, and were banished deep underground. Now they live under a false night sky, in eternal anticipation of their liege. Of the coming age of the stars. And their Lord of Night.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/nox_monk_bracelets_elden_ring_wiki_guide_200px.png,gauntlets,2.6,,"Dropped from Nox Monk, Nox Swordstress, and Night Maiden enemies in Nokron and Nokstella.",5,0
armor_557,Omen Gauntlets,"Malformed Gauntlets resembling an Omen with its horns cut off.Worn by the Dung Eater, their form is a vision of the landscape of his mind, and of his appearance as he wished to see it.The heart of an Omen without the body to match; could there be a crueler existence? What does it matter, then, if the curse claims it all?",http://eldenring.wiki.fextralife.com/file/Elden-Ring/omen_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,7.7,,The Omen set can be found after killing the Dung Eater in the Subterranean Shunning-Grounds at the Leyndell Royal Capital.Elden Ring Map here,10,0
armor_558,Omenkiller Long Gloves,"Long, stiff leather gloves worn by the Omenkillers.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/omenkiller_long_gloves_elden_ring_wiki_guide_200px.png,gauntlets,2.4,,"Dropped by an Omenkiller enemy at Perfumer's Ruins, together with Omenkiller Robe and Omenkiller Boots.Elden Ring Map here.",4,0
armor_559,Perfumer Gloves,"Gloves of an Erdtree Capital perfumer.In time past, the role of perfumer was much respected; a blessed apothecary in the eyes of the many. But after entering the battlefields of the Shattering they performed no such role, trading their aromatics for poisons and explosives.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/perfumer_gloves_elden_ring_wiki_guide_200px.png,gauntlets,1.4,,"Chance to drop from Perfumer enemies encountered in Leyndell, Royal Capital.",3,0
armor_560,Preceptor's Gloves,Gloves of the magic preceptors who serve the Carian royals.Black and perfectly discreet.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/preceptors_gloves_elden_ring_wiki_guide_200px.png,gauntlets,2.1,,Found on Seluvis's body in Seluvis's Rise after reaching the end of Ranni's questline.Elden Ring Interactive Map Link,2,0
armor_561,Queen's Bracelets,"Bracelets indicating the highest order of sorcerer. Worn by Rennala, Queen of the Full Moon. When Rennala, head of both the Academy of Raya Lucaria and the Carian royal family, lost her husband Radagon, her heart went along with him. And then, those at the academy realized. That Rennala was no champion, after all.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/queens_bracelets_elden_ring_wiki_guide_200px.png,gauntlets,1.7,,"Queen's Bracelets can be purchased to Enia in Roundtable Hold for 7,000 Need to defeat Rennala, Queen of the Full Moon Bossfight first.",2,0
armor_562,Radahn Soldier Gauntlets,Gauntlets worn by soldiers who fought by General Radahn's side.Rust-worn and stained through unending conflict.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/radahn_soldier_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,3.5,,"Chace to drop from Radahn Soldiers, easily found in large numbers around Fort Gael.",6,0
armor_563,Radahn's Gauntlets,"Gauntlets depicting the golden lion. Worn by General Radahn. The golden lion is said to symbolize Godfrey, the first Elden Lord, and his beast regent, Serosh. From his youngest years, Radahn was naturally captivated by the Lord of the Battlefield.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/radahns_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,5.8,,"The Radahn's Gauntlets Armor Gauntlets can be purchased from Enia at the Roundtable Hold for 8,000 runes once Starscourge Radahn has been defeated.",9,0
armor_564,Ragged Gloves,Gauntlets pieced together from scavenged metal.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ragged_gloves_elden_ring_wiki_guide_200px.png,gauntlets,2.9,,Not currently obtainable.,0,0
armor_565,Raging Wolf Gauntlets,"Gauntlets worn by Vargram the Raging Wolf, one of the first Tarnished to visit the Roundtable Hold. According to the old legends, wolves are the shadows of the Empyrean. Vargram aspired to such a state himself.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/raging_wolf_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,3.4,,"Leyndell, Royal Capital. After obtaining the second to last letter from Volcano Manor, you will be sent to assist Knight Bernahl with assassinating Vargram the Raging Wolf and Errant Sorcerer Wilhelm. On successful invasion, you will receive the full Raging Wolf Set.Elden Ring Interactive Map Link",8,0
armor_566,Raya Lucarian Gauntlets,Gauntlets worn by Raya Lucaria Academy soldiers. Rust-worn and stained through unending conflict.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/raya_lucarian_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,3.5,,Can be dropped by Raya Lucaria Knights.Easily farmed from the Phantom Raya Lucarian Soldiers in Carian Manor after the Manor Lower Level site of grace.,6,0
armor_567,Redmane Knight Gauntlets,Black iron guantlets worn by knights who fought by General Radahn's side. Time has yet to dull their luster.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/redmane_knight_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,3.9,,Chance to drop from Radahn Knight in Fort Gael.,7,0
armor_568,Ronin's Gauntlets,"Gauntlets of the man who calls himself Shabriri.Highly functional and heavily worn.The man, once known as Yura, kept a woman in the deepest reaches of his heart.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/ronins_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,3.1,,Acquired by following Yura's questline.Elden Ring Map here,6,0
armor_569,Royal Knight Gauntlets,"Silver gauntlets of Loretta, a knight who served Miquella's Haligtree. Loretta, once a royal Carian knight, went on a journey in search of a haven for Albinaurics, and determined that the Haligtree was their best chance for eventual salvation.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/royal_knight_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,5.2,,"Can be brought from Finger Reader Enia, at Roundtable Hold after defeating Loretta, Knight of the Haligtree for 4000.",8,0
armor_570,Royal Remains Gauntlets,"Gauntlets graces with gold human bones.Worn by the unspeaking adherent of Sir Gideon the All-Knowing.Slowly replenishes HP when HP is reduced.It is said that the bones belong to an ancient lord - the soulless king. The lord of the lost and desperate, who was known as Ensha.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/royal_remains_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,3.5,Slowly replenishes HP when HP is reduced.,"Upon attaining the Haligtree Secret Medallion (Right), Ensha of the Royal Remains will invade the players world the next time they travel back to Roundtable Hold. The full Royal Remains Set is acquired after beating him.",8,0
armor_571,Scaled Gauntlets,"Gauntlets worn by Old Knight Istvan.The corroded metal is reinforced with rock-hard scales, making it high effective against non-physical attacks.Istvan is one of a few wizened Tarnished who survived to this day.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/scaled_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,5.3,,"Can be found after killing the first assassination target for the Volcano Manor, Old Knight Istvan.Elden Ring Interactive Map Link",9,0
armor_572,Sorcerer Manchettes,Manchettes worn by Raya Lucaria's magic scholars. Made by wrapping a simple cloth around the forearms.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/sorcerer_manchettes_elden_ring_wiki_guide_200px.png,gauntlets,1.1,,They are dropped by Raya Lucaria Sorcerers in Raya Lucaria Academy.,2,0
armor_573,Spellblade's Gloves,"Glintstone sorcerer Rogier's traveling attire, graced with an intricate, aristocratic decoration. Strengthens glintstone sorcery skills.Rogier spent his entire life behaving with utter detachment. No one noticed the anger, grief, regret, or fear that existed along with it.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/spellblades_gloves-elden-ring-wiki-guide.png,gauntlets,1.2,Strengthens magic and cold weapon skills by 2%,Roundtable Hold - Drops from Rogier.,2,0
armor_574,Traveler's Gloves,"Gloves of a traveling perfumer of no renown. An associate of a healer, he is said to be in search of new aromatics and flower gardens, in hopes of treating Misbegotten, Omen and all those seen as impure.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/travelers_gloves_elden_ring_wiki_guide_200px.png,gauntlets,1.4,,"Found in a corpse in one of the corners of the buildings within Street of Sages Ruins, in Caelid's Swamp area, alongside the entire Traveler's Set.Elden Ring Map here",3,0
armor_575,Traveler's Manchettes,Light yet sturdy leather manchettes.Worn by young women who set off into the world to confront their fate.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/travelers_manchettes_elden_ring_wiki_guide_200px.png,gauntlets,1.7,,"Just before fighting Malenia, at the Haligtree Roots site of grace in Elphael, Brace of the Haligtree, there is a side room with a large blooming red flower. Melina's Set pieces are looted in front of the flower. Elden Ring Map here",1,0
armor_576,Traveling Maiden Gloves,"Gloves worn by traveling maidens.Maidens traversed the Lands Between for different reasons. Some to seek audience with the Fingers. Others, to find the Tarnished who they were destined to guide.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/traveling_maiden_gloves_elden_ring_wiki_guide_200px.png,gauntlets,1.6,,On a corpse inside the Shack of The Lofty in the northern Mountaintops of the Giants. The rest of the set can also be looted here.Elden Ring Interactive Map Link,2,0
armor_577,Tree Sentinel Gauntlets,"Golden gauntlets of the heavy cavalry Tree Sentinels who serve the Erdtree.Imposingly sturdy and nigh unbreakable, the grace of old yet lingers.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/tree_sentinel_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,6.3,,See the Tree Sentinel Set page for a guide on how to attain the set.Elden Ring Map here,9,0
armor_578,Twinned Gauntlets,"Gauntlets depicting entwined twins of gold and silver. The two known as D are inseparable twins.They are of two bodies and two minds, but one single soul. Not once do they stand together; not one word do they speak to one another.Perhaps this armor longs to find its way to the other D.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/twinned_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,3.9,,Earliest location: Limgrave East upon killing D Hunter.Elden Ring Map hereObtained at end of D Hunter's questline.,8,0
armor_579,Vagabond Knight Gauntlets,"Gauntlets of a knight banished form their motherland.Dirty and battered after enduring a lengthy vagabond journey.Metal armor is heavy, but also sturdy, offering significant damage negation.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/vagabond_knight_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,3.5,,"Starting Equipment for the Vagabond Class.Sold by the Nomadic Merchant located in eastern Mountaintops of the Giants for 1,000 Runes.Elden Ring Map here",7,0
armor_580,Veteran's Gauntlets,"Old gauntlets that has seen many battles. Worn by Niall, the veteran general of Sol.Niall was a lone survivor who commanded spirits to defend his long-passed master.This aging general could not die, nor did he have anywhere to fade away.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/veterans_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,6.3,,Can be purchased from Finger Reader Enia at Roundtable Hold after killing Commander Niall at Castle Sol Rooftop.,9,0
armor_581,Vulgar Militia Gauntlets,"Gauntlets worn by lean, mean, and filthy militiamen.Freshly-singed battlegrounds effusing with the stench of the dead. Forbidden lands that will be excised from the memory of history. This is where the vulgar militia serve, as untiring, unsung watchkeepers.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/vulgar_militia_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,2.1,,The Vulgar Militia Gauntlets Armor Gauntlets piece can be found by killing Vulgar Militiamen enemies around the Bestial Sanctum and Farum Greatbridge sites of grace.,5,0
armor_582,War Surgeon Gloves,"""Bloodstained white gloves of the war surgeons who were effectively mercy killers.Of the surgeons that were abducted by the Lord of Blood none were able to tame the accursed blood.None but Varre, that is; though he was an exception.""",http://eldenring.wiki.fextralife.com/file/Elden-Ring/war_surgeon_gloves_elden_ring_wiki_guide_200px.png,gauntlets,2.3,,"Dropped by killing one of three Nameless White Mask NPC invaders in the Mohgwyn Dynasty Mausoleum area of Siofra River, northwest of the Palace Approach Ledge-Road site of grace, in the blood filled lake. This one can be found adjacent to the Giant Crow enemy near the blood filled lake drop off.",4,0
armor_583,Warrior Gauntlets,Gauntlets of a nomadic warrior.Crafted from sturdy leather.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/warrior_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,2.6,,Starting Equipment for the Warrior Class.Purchasable from Isolated Merchant (Raya Lucaria). Elden Ring Map here,4,0
armor_584,White Reed Gauntlets,"Gauntlets of the White Reeds, fashioned from banded iron plates. Worn by the Inabam head disciples of the great swordsman Okina. The Inaba traveled in pursuit of not only the master who abandoned them, but also proper deaths, won honorably through hard-fought combat. To be a White Reed is to seek death; fitting for the Inaba, who desired nothingmore than to die by the sword.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/white_reed_gauntlets_elden_ring_wiki_guide_200px.png,gauntlets,2.8,,Spiritcaller's Cave in the Mountaintops of the Giants: Found on a corpse in a long cavern filled with spirit wolves. The White Reed Armor and White Reed Greaves can also be found on this corpse. Elden Ring Interactive Map Link,6,0
armor_585,Zamor Bracelets,"Bracelets worn by knights of Zamor, hailed as heroes in the War against the Giants. These long-lived warriors, clad in biting, freezing winds, are said to have been the mortal enemies of the Fire Giants since time immemorial.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/zamor_bracelets_elden_ring_wiki_guide_200px.png,gauntlets,2.8,,Dropped by the Ancient Hero of Zamor fought at the Mountaintops of the Giants.Elden Ring Map here,6,0
armor_586,Dryleaf Cuissardes,Sun-faded and lightly soiled travel attire worn by clergymen. Boots made of sturdy leather.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/dryleaf_cuissardes_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,3.1,,Found under a waterfall in the lower portions under Bonny Village. This area can only be accessed by using the ladder in Shadow Keep to get down to a special teleport coffin (this Elden Ring Map location). This will take you to Ruins of Unte and you must follow the cliffs downstream and then carefully drop down to bottom level to reach the area. [Shadow of the Erdtree Map],15,1
armor_587,Gaius's Greaves,"Black iron greaves made for Commander Gaius. A cruel joke, for he could not wear them. Riding atop the boar he called his other half, Gaius was in fact a warrior of albinauric extraction.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/gaiuss_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,8.9,,Dropped by Albinauric Wolfback Archer South-West of the Scadutree Chalice. [See Shadow of the Erdtree Map],12,1
armor_588,Oathseeker Knight Greaves,"Oathseeker Knight greaves. Black with gold ornamentation. These knights set off on quests of discovery, hoping to find by themselves an oath of their own choosing to serve in perfect, lifelong devotion.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/oathseeker_knight_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,6.6,,"Found inside a hanging body, just outside the Church of Benediction. It contains the whole set: Oathseeker Knight Greaves, Oathseeker Knight Gauntlets, Oathseeker Knight Armor, and Oathseeker Knight Helm. It also contains Pata weapon. [See Shadow of the Erdtree Map]",2,1
armor_589,Verdigris Greaves,Greaves made from an unusual metal known as verdigris. Verdigris is said to be the gift of an outer god. Possessed of an enormously hefty yet supple strength thanks to its rusted nature.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/verdigris_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,16.0,,Complete Moore's questline,19,1
armor_590,Iron Rivet Greaves,"Greaves of Red Bear, whose name is lost to madness. Reinforced with iron rivets. After killing the great red bear in a blood-soaked bout, he became fascinated by the untainted glory of its naked strength. ""I wish to be a bear, no more, and no less.""",http://eldenring.wiki.fextralife.com/file/Elden-Ring/iron_rivet_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,5.7,,Dropped by Red Bear. Red Bear can be found at the Northern Nameless Mausoleum. The Northern Nameless Mausoleum is located East of the Temple Ruins. [Elden Ring Shadow of the Erdtree Map],7,1
armor_591,Thiollier's Trousers,"The dark trousers of those who wield poison in secret, ever scorned and loathed.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/thiolliers_trousers_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,4.4,,"Summon Thiollier during the battle at the end of his questline, then loot his body in the boss arena after the fight.",19,1
armor_592,High Priest Undergarments,"Undergarments of Count Ymir, High Priest. Soft and well-tailored.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/high_priest_undergarments_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,2.5,,"Dropped by Count Ymir, Mother of Fingers, who can be found in the Cathedral of Manus Metyr after interacting with the throne, you can only find Count Ymir there after you have defeated Metyr, Mother of Fingers. [Elden Ring Shadow of the Erdtree Map]",6,1
armor_593,Soiled Loincloth,This lightly soiled loincloth of ragged cloth does little more than conceal one's nether regions.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/soiled_loincloth_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,1.5,,Dropped by Hornsent when invaded close to the Rauh Ancient Ruins site of grace. [Video Location],18,1
armor_594,Dancer's Trousers,"Long, black trousers worn underneath the deep crimson dress of the Ranah dancers. Enhances the power of dancing attacks.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/dancers_trousers_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,2.0,Enhances the power of dancing attacks by 2.5%.,Dropped by defeating Dancer of Ranah at the Southern Nameless Mausoleum [Elden Ring Shadow of the Erdtree Interactive Map],9,1
armor_595,Greaves of Night,"Bottomless greaves, cool to the touch.Flowing lines in the seeming shape of a fingerprint adorn the surface. Imprisons the wearer in utterly lightless dark.Bestowed upon those born deep underground, ordaining them as Swordhands of Night.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/greaves_of_night_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,4.4,,"Bonny Gaol: Use the jar lift near the bridge twice to reach the top level of the gaol. First, hop on the jar, go to the bridge level, and activate the switch. Ride the jar lift for the second time to go to the top level. You can find the Night Set on a corpse laying on top of a table. [See SOTE Elden Ring DLC Map] [Video Link]",6,1
armor_596,Igon's Loincloth,"Loincloth of the broken drake warrior Igon. Stripped from a corpse found in the aftermath of a battle, this scrap of cloth smells utterly foul.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/igons_loincloth_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,3.9,,Loot Igon after defeating Bayle the Dread,14,1
armor_597,Ansbach's Boots,Boots of Sir Ansbach. Black leather adorned with gold embroidery. Slightly enhances Blood Oath and dynastic skills.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ansbachs_boots_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,3.1,Slightly enhances Blood Oath and dynastic skills by 3%,"Complete Sir Ansbach's questline all the way through the end, and side with him when facing Leda, and then Promised Consort Radahn/ Radahn, Consort of Miquella. After the fight is over, Sir Ansbach's body will be near the site of grace, alongside with his equipment and his Incantation. [Map Link]",19,1
armor_598,Freyja's Greaves,"Greaves of Redmane Freyja, member of General Radahn's most distinguished knights. After witnessing Freyja's valor as a gladiator in his youth, Radahn invited her to join the ranks of his most trusted warriors.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/freyjas_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,5.7,,Drop by Redmane Freyja.,19,1
armor_599,Greaves of Solitude,"Steel greaves of the Knights of the Solitary Gaol. Part of a heavy armor set that covers the whole body in overlapping plates of steel. The nameless mausoleums of the realm of shadow are said to hold the spirits of warriors who lost their names, or their hearts.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/greaves_of_solitude_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,14.8,,Can be obtained after defeating the Blackgaol Knight found inside Northern Nameless Mausoleum. [See Shadow of the Erdtree Map],1,1
armor_600,Messmer Soldier Greaves,"Greaves worn by soldiers who serve Messmer the Impaler, rusted and crusted in filth from fighting in unending war.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/messmer_soldier_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,5.5,,Drop by Messmer Soldiers,5,1
