id,name,image,description,type,damage negation,resistance,weight,special effect,how to acquire,in-game section,dlc
581,Vulgar Militia Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/vulgar_militia_gauntlets_elden_ring_wiki_guide_200px.png,"Gauntlets worn by lean, mean, and filthy militiamen.Freshly-singed battlegrounds effusing with the stench of the dead. Forbidden lands that will be excised from the memory of history. This is where the vulgar militia serve, as untiring, unsung watchkeepers.",gauntlets,"[{'Physical': '1.7', 'VS Strike': '2.1', 'VS Slash': '1.9', 'VS Pierce': '1.6', 'Magic': '2.1', 'Fire': '2.1', 'Lightning': '2.3', 'Holy': '2.1'}]","[{'Immunity': '20', 'Robustness': '9', 'Focus': '14', 'Vitality': '14', 'Poise': '3'}]",2.1,,The Vulgar Militia Gauntlets Armor Gauntlets piece can be found by killing Vulgar Militiamen enemies around the Bestial Sanctum and Farum Greatbridge sites of grace.,5,0
582,War Surgeon Gloves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/war_surgeon_gloves_elden_ring_wiki_guide_200px.png,"""Bloodstained white gloves of the war surgeons who were effectively mercy killers.Of the surgeons that were abducted by the Lord of Blood none were able to tame the accursed blood.None but Varre, that is; though he was an exception.""",gauntlets,"[{'Physical': '1.6', 'VS Strike': '1.8', 'VS Slash': '2.0', 'VS Pierce': '1.6', 'Magic': '2.2', 'Fire': '2.4', 'Lightning': '2.6', 'Holy': '2.4'}]","[{'Immunity': '18', 'Robustness': '13', 'Focus': '15', 'Vitality': '17', 'Poise': '3'}]",2.3,,"Dropped by killing one of three Nameless White Mask NPC invaders in the Mohgwyn Dynasty Mausoleum area of Siofra River, northwest of the Palace Approach Ledge-Road site of grace, in the blood filled lake. This one can be found adjacent to the Giant Crow enemy near the blood filled lake drop off.",4,0
583,Warrior Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/warrior_gauntlets_elden_ring_wiki_guide_200px.png,Gauntlets of a nomadic warrior.Crafted from sturdy leather.,gauntlets,"[{'Physical': '2.3', 'VS Strike': '2.3', 'VS Slash': '1.9', 'VS Pierce': '1.9', 'Magic': '2.5', 'Fire': '2.7', 'Lightning': '2.9', 'Holy': '2.3'}]","[{'Immunity': '21', 'Robustness': '14', 'Focus': '17', 'Vitality': '17', 'Poise': '3'}]",2.6,,Starting Equipment for the Warrior Class.Purchasable from Isolated Merchant (Raya Lucaria). Elden Ring Map here,4,0
584,White Reed Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/white_reed_gauntlets_elden_ring_wiki_guide_200px.png,"Gauntlets of the White Reeds, fashioned from banded iron plates. Worn by the Inabam head disciples of the great swordsman Okina. The Inaba traveled in pursuit of not only the master who abandoned them, but also proper deaths, won honorably through hard-fought combat. To be a White Reed is to seek death; fitting for the Inaba, who desired nothingmore than to die by the sword.",gauntlets,"[{'Physical': '2.3', 'VS Strike': '2.5', 'VS Slash': '2.8', 'VS Pierce': '2.1', 'Magic': '2.7', 'Fire': '2.7', 'Lightning': '2.9', 'Holy': '2.5'}]","[{'Immunity': '22', 'Robustness': '14', 'Focus': '18', 'Vitality': '17', 'Poise': '4'}]",2.8,,Spiritcaller's Cave in the Mountaintops of the Giants: Found on a corpse in a long cavern filled with spirit wolves. The White Reed Armor and White Reed Greaves can also be found on this corpse. Elden Ring Interactive Map Link,6,0
585,Zamor Bracelets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/zamor_bracelets_elden_ring_wiki_guide_200px.png,"Bracelets worn by knights of Zamor, hailed as heroes in the War against the Giants. These long-lived warriors, clad in biting, freezing winds, are said to have been the mortal enemies of the Fire Giants since time immemorial.",gauntlets,"[{'Physical': '2.8', 'VS Strike': '2.1', 'VS Slash': '2.9', 'VS Pierce': '2.5', 'Magic': '1.9', 'Fire': '1.9', 'Lightning': '1.3', 'Holy': '1.7'}]","[{'Immunity': '6', 'Robustness': '20', 'Focus': '0', 'Vitality': '4', 'Poise': '4'}]",2.8,,Dropped by the Ancient Hero of Zamor fought at the Mountaintops of the Giants.Elden Ring Map here,6,0
586,Dryleaf Cuissardes,http://eldenring.wiki.fextralife.com/file/Elden-Ring/dryleaf_cuissardes_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,Sun-faded and lightly soiled travel attire worn by clergymen. Boots made of sturdy leather.,leg armor,"[{'Physical': '3.0', 'VS Strike': '3.8', 'VS Slash': '2.3', 'VS Pierce': '2.3', 'Magic': '8.1', 'Fire': '6.8', 'Lightning': '7.2', 'Holy': '8.1'}]","[{'Immunity': '24', 'Robustness': '15', 'Focus': '47', 'Vitality': '44', 'Poise': '6'}]",3.1,,Found under a waterfall in the lower portions under Bonny Village. This area can only be accessed by using the ladder in Shadow Keep to get down to a special teleport coffin (this Elden Ring Map location). This will take you to Ruins of Unte and you must follow the cliffs downstream and then carefully drop down to bottom level to reach the area. [Shadow of the Erdtree Map],15,1
587,Gaius's Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gaiuss_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Black iron greaves made for Commander Gaius. A cruel joke, for he could not wear them. Riding atop the boar he called his other half, Gaius was in fact a warrior of albinauric extraction.",leg armor,"[{'Physical': '7.4', 'VS Strike': '7.1', 'VS Slash': '9.2', 'VS Pierce': '8.8', 'Magic': '7.2', 'Fire': '7.1', 'Lightning': '7.1', 'Holy': '7.1'}]","[{'Immunity': '29', 'Robustness': '35', 'Focus': '20', 'Vitality': '20', 'Poise': '17'}]",8.9,,Dropped by Albinauric Wolfback Archer South-West of the Scadutree Chalice. [See Shadow of the Erdtree Map],12,1
588,Oathseeker Knight Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/oathseeker_knight_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Oathseeker Knight greaves. Black with gold ornamentation. These knights set off on quests of discovery, hoping to find by themselves an oath of their own choosing to serve in perfect, lifelong devotion.",leg armor,"[{'Physical': '7.4', 'VS Strike': '6.5', 'VS Slash': '7.1', 'VS Pierce': '6.8', 'Magic': '6.2', 'Fire': '5.8', 'Lightning': '4.0', 'Holy': '5.8'}]","[{'Immunity': '20', 'Robustness': '35', 'Focus': '15', 'Vitality': '15', 'Poise': '12'}]",6.6,,"Found inside a hanging body, just outside the Church of Benediction. It contains the whole set: Oathseeker Knight Greaves, Oathseeker Knight Gauntlets, Oathseeker Knight Armor, and Oathseeker Knight Helm. It also contains Pata weapon. [See Shadow of the Erdtree Map]",2,1
589,Verdigris Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/verdigris_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,Greaves made from an unusual metal known as verdigris. Verdigris is said to be the gift of an outer god. Possessed of an enormously hefty yet supple strength thanks to its rusted nature.,leg armor,"[{'Physical': '11.9', 'VS Strike': '10.2', 'VS Slash': '11.4', 'VS Pierce': '10.8', 'Magic': '7.7', 'Fire': '7.6', 'Lightning': '8.3', 'Holy': '7.6'}]","[{'Immunity': '56', 'Robustness': '66', 'Focus': '22', 'Vitality': '31', 'Poise': '28'}]",16,,Complete Moore's questline,19,1
590,Iron Rivet Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/iron_rivet_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Greaves of Red Bear, whose name is lost to madness. Reinforced with iron rivets. After killing the great red bear in a blood-soaked bout, he became fascinated by the untainted glory of its naked strength. ""I wish to be a bear, no more, and no less.""",leg armor,"[{'Physical': '6.8', 'VS Strike': '5.4', 'VS Slash': '6.8', 'VS Pierce': '6.5', 'Magic': '5.8', 'Fire': '5.8', 'Lightning': '5.0', 'Holy': '5.4'}]","[{'Immunity': '17', 'Robustness': '37', 'Focus': '11', 'Vitality': '11', 'Poise': '11'}]",5.7,,Dropped by Red Bear. Red Bear can be found at the Northern Nameless Mausoleum. The Northern Nameless Mausoleum is located East of the Temple Ruins. [Elden Ring Shadow of the Erdtree Map],7,1
591,Thiollier's Trousers,http://eldenring.wiki.fextralife.com/file/Elden-Ring/thiolliers_trousers_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"The dark trousers of those who wield poison in secret, ever scorned and loathed.",leg armor,"[{'Physical': '5.0', 'VS Strike': '5.0', 'VS Slash': '4.0', 'VS Pierce': '4.0', 'Magic': '4.5', 'Fire': '5.4', 'Lightning': '6.2', 'Holy': '5.8'}]","[{'Immunity': '44', 'Robustness': '17', 'Focus': '39', 'Vitality': '24', 'Poise': '8'}]",4.4,,"Summon Thiollier during the battle at the end of his questline, then loot his body in the boss arena after the fight.",19,1
592,High Priest Undergarments,http://eldenring.wiki.fextralife.com/file/Elden-Ring/high_priest_undergarments_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Undergarments of Count Ymir, High Priest. Soft and well-tailored.",leg armor,"[{'Physical': '3.0', 'VS Strike': '3.4', 'VS Slash': '2.3', 'VS Pierce': '1.5', 'Magic': '7.3', 'Fire': '7.2', 'Lightning': '7.1', 'Holy': '7.2'}]","[{'Immunity': '26', 'Robustness': '14', 'Focus': '39', 'Vitality': '47', 'Poise': '6'}]",2.5,,"Dropped by Count Ymir, Mother of Fingers, who can be found in the Cathedral of Manus Metyr after interacting with the throne, you can only find Count Ymir there after you have defeated Metyr, Mother of Fingers. [Elden Ring Shadow of the Erdtree Map]",6,1
593,Soiled Loincloth,http://eldenring.wiki.fextralife.com/file/Elden-Ring/soiled_loincloth_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,This lightly soiled loincloth of ragged cloth does little more than conceal one's nether regions.,leg armor,"[{'Physical': '2.3', 'VS Strike': '1.5', 'VS Slash': '1.5', 'VS Pierce': '0.3', 'Magic': '7.1', 'Fire': '5.8', 'Lightning': '6.5', 'Holy': '7.3'}]","[{'Immunity': '22', 'Robustness': '8', 'Focus': '62', 'Vitality': '35', 'Poise': '2'}]",1.5,,Dropped by Hornsent when invaded close to the Rauh Ancient Ruins site of grace. [Video Location],18,1
594,Dancer's Trousers,http://eldenring.wiki.fextralife.com/file/Elden-Ring/dancers_trousers_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Long, black trousers worn underneath the deep crimson dress of the Ranah dancers. Enhances the power of dancing attacks.",leg armor,"[{'Physical': '2.3', 'VS Strike': '1.5', 'VS Slash': '3.4', 'VS Pierce': '1.5', 'Magic': '7.2', 'Fire': '7.2', 'Lightning': '6.8', 'Holy': '7.1'}]","[{'Immunity': '24', 'Robustness': '15', 'Focus': '37', 'Vitality': '39', 'Poise': '3'}]",2,Enhances the power of dancing attacks by 2.5%.,Dropped by defeating Dancer of Ranah at the Southern Nameless Mausoleum [Elden Ring Shadow of the Erdtree Interactive Map],9,1
595,Greaves of Night,http://eldenring.wiki.fextralife.com/file/Elden-Ring/greaves_of_night_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Bottomless greaves, cool to the touch.Flowing lines in the seeming shape of a fingerprint adorn the surface. Imprisons the wearer in utterly lightless dark.Bestowed upon those born deep underground, ordaining them as Swordhands of Night.",leg armor,"[{'Physical': '4.0', 'VS Strike': '4.0', 'VS Slash': '4.5', 'VS Pierce': '4.5', 'Magic': '7.1', 'Fire': '5.4', 'Lightning': '5.4', 'Holy': '7.2'}]","[{'Immunity': '34', 'Robustness': '20', 'Focus': '29', 'Vitality': '29', 'Poise': '7'}]",4.4,,"Bonny Gaol: Use the jar lift near the bridge twice to reach the top level of the gaol. First, hop on the jar, go to the bridge level, and activate the switch. Ride the jar lift for the second time to go to the top level. You can find the Night Set on a corpse laying on top of a table. [See SOTE Elden Ring DLC Map] [Video Link]",6,1
596,Igon's Loincloth,http://eldenring.wiki.fextralife.com/file/Elden-Ring/igons_loincloth_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Loincloth of the broken drake warrior Igon. Stripped from a corpse found in the aftermath of a battle, this scrap of cloth smells utterly foul.",leg armor,"[{'Physical': '4.0', 'VS Strike': '4.5', 'VS Slash': '4.0', 'VS Pierce': '4.0', 'Magic': '5.0', 'Fire': '5.4', 'Lightning': '5.8', 'Holy': '5.0'}]","[{'Immunity': '34', 'Robustness': '20', 'Focus': '26', 'Vitality': '26', 'Poise': '8'}]",3.9,,Loot Igon after defeating Bayle the Dread,14,1
597,Ansbach's Boots,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ansbachs_boots_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,Boots of Sir Ansbach. Black leather adorned with gold embroidery. Slightly enhances Blood Oath and dynastic skills.,leg armor,"[{'Physical': '3.0', 'VS Strike': '3.4', 'VS Slash': '3.4', 'VS Pierce': '2.3', 'Magic': '7.4', 'Fire': '7.4', 'Lightning': '7.2', 'Holy': '7.4'}]","[{'Immunity': '24', 'Robustness': '16', 'Focus': '47', 'Vitality': '56', 'Poise': '7'}]",3.1,Slightly enhances Blood Oath and dynastic skills by 3%,"Complete Sir Ansbach's questline all the way through the end, and side with him when facing Leda, and then Promised Consort Radahn/ Radahn, Consort of Miquella. After the fight is over, Sir Ansbach's body will be near the site of grace, alongside with his equipment and his Incantation. [Map Link]",19,1
598,Freyja's Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/freyjas_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Greaves of Redmane Freyja, member of General Radahn's most distinguished knights. After witnessing Freyja's valor as a gladiator in his youth, Radahn invited her to join the ranks of his most trusted warriors.",leg armor,"[{'Physical': '7.7', 'VS Strike': '5.4', 'VS Slash': '6.5', 'VS Pierce': '6.5', 'Magic': '5.0', 'Fire': '5.4', 'Lightning': '4.5', 'Holy': '5.4'}]","[{'Immunity': '16', 'Robustness': '37', 'Focus': '7', 'Vitality': '15', 'Poise': '11'}]",5.7,,Drop by Redmane Freyja.,19,1
599,Greaves of Solitude,http://eldenring.wiki.fextralife.com/file/Elden-Ring/greaves_of_solitude_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Steel greaves of the Knights of the Solitary Gaol. Part of a heavy armor set that covers the whole body in overlapping plates of steel. The nameless mausoleums of the realm of shadow are said to hold the spirits of warriors who lost their names, or their hearts.",leg armor,"[{'Physical': '10.8', 'VS Strike': '10.2', 'VS Slash': '10.6', 'VS Pierce': '10.1', 'Magic': '7.6', 'Fire': '8.3', 'Lightning': '7.7', 'Holy': '7.9'}]","[{'Immunity': '37', 'Robustness': '39', 'Focus': '61', 'Vitality': '31', 'Poise': '27'}]",14.8,,Can be obtained after defeating the Blackgaol Knight found inside Northern Nameless Mausoleum. [See Shadow of the Erdtree Map],1,1
600,Messmer Soldier Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/messmer_soldier_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Greaves worn by soldiers who serve Messmer the Impaler, rusted and crusted in filth from fighting in unending war.",leg armor,"[{'Physical': '6.8', 'VS Strike': '5.4', 'VS Slash': '6.8', 'VS Pierce': '6.5', 'Magic': '4.5', 'Fire': '5.4', 'Lightning': '3.8', 'Holy': '4.5'}]","[{'Immunity': '15', 'Robustness': '29', 'Focus': '11', 'Vitality': '11', 'Poise': '11'}]",5.5,,Drop by Messmer Soldiers,5,1
601,Black Knight Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/black_knight_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Greaves worn by the Black Knights, servants of Messmer the Impaler. Black iron ornamented with gold. A rotten odor stubbornly clings to it. Perhaps it arises from the tainted nature of the blood that splattered upon it. Or perhaps it is the wearer's own blackened soul, festering after endless slaughter.",leg armor,"[{'Physical': '8.4', 'VS Strike': '7.1', 'VS Slash': '8.4', 'VS Pierce': '9.2', 'Magic': '7.1', 'Fire': '7.4', 'Lightning': '6.2', 'Holy': '6.5'}]","[{'Immunity': '26', 'Robustness': '41', 'Focus': '15', 'Vitality': '15', 'Poise': '17'}]",8.5,,"Black Knight Set pieces are dropped from Black Knights, found throughout the Lands of Shadow.",5,1
602,Rakshasa Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/rakshasa_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Greaves of Rakshasa, soaked the spurting blood of her victims. Tatters of ragged cloth jut out haphazardly, as if her lust for carnage threatens to break free.Increases damage dealt to foes, but greatly increases damage taken by the wearer.Cut down and devour. Only those who repeat the cycle without rest can truly subvert the self and become Rakshasa.",leg armor,"[{'Physical': '5.5', 'VS Strike': '4.9', 'VS Slash': '6.2', 'VS Pierce': '5.9', 'Magic': '4.6', 'Fire': '5.2', 'Lightning': '4.3', 'Holy': '4.6'}]","[{'Immunity': '22', 'Robustness': '37', 'Focus': '17', 'Vitality': '17', 'Poise': '16'}]",7.9,Boosts All Damage by 2% but increases damage taken,Dropped by Rakshasa in Eastern Nameless Mausoleum. This area can only be accessed by using the ladder in Shadow Keep to get down to a special teleport coffin (this Elden Ring Map location). This will take you to Ruins of Unte and you must follow the cliffs downstream and then carefully drop down to bottom level to reach the mausoleum. [Shadow of the Erdtree Map],15,1
603,Fire Knight Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/fire_knight_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Greaves of the Fire Knights under Messmer the Impaler's personal command. Each and every knight hailed from a renowned family of the Erdtree's upper echelons, but were shunned and chased from their homes after pledging allegiance to Messmer as their master.",leg armor,"[{'Physical': '7.4', 'VS Strike': '5.8', 'VS Slash': '6.8', 'VS Pierce': '6.2', 'Magic': '5.4', 'Fire': '6.8', 'Lightning': '4.0', 'Holy': '5.0'}]","[{'Immunity': '17', 'Robustness': '29', 'Focus': '13', 'Vitality': '15', 'Poise': '11'}]",5.7,,Drop by Fire Knights in the Shadow Keep,17,1
604,Leather Leg Wraps,http://eldenring.wiki.fextralife.com/file/Elden-Ring/leather_leg_wraps_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Leg wraps worn by highland warriors, made of sturdy leather and fastened with winding straps. The addition of animal pelt keeps the wearer warm. Highland warriors are known to be hunters of bears; to them, there is no act more glorious than the subjugation of a savage beast.",leg armor,"[{'Physical': '4.5', 'VS Strike': '5.4', 'VS Slash': '5.0', 'VS Pierce': '4.5', 'Magic': '5.0', 'Fire': '5.8', 'Lightning': '6.5', 'Holy': '5.8'}]","[{'Immunity': '35', 'Robustness': '20', 'Focus': '29', 'Vitality': '26', 'Poise': '8'}]",4.4,,"To the northwest of the Ravine North Site of Grace, there is a forest inhabited by runebears. At the center of this forest, you'll find a large stone with several items on it, this whole armor set is at the top of the stone. [See Shadow of the Erdtree Map]",7,1
605,Death Knight Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/death_knight_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Golden greaves of the Death Knights, adorned with an antiquated depiction of the Erdtree. Enhances skills and incantations of the capital's ancient dragon cult. These knights, once Godwyn's personal guard, quested to find their transfigured master's cadaver surrogatefor the coming age of the Duskborn.",leg armor,"[{'Physical': '7.1', 'VS Strike': '6.2', 'VS Slash': '7.1', 'VS Pierce': '7.1', 'Magic': '5.4', 'Fire': '5.4', 'Lightning': '7.1', 'Holy': '4.5'}]","[{'Immunity': '17', 'Robustness': '29', 'Focus': '11', 'Vitality': '29', 'Poise': '13'}]",6.6,Enhances skills and incantations of the ancient dragon cult by 2%,"Darklight Catacombs, on a Death Knight corpse",15,1
606,Ascetic's Ankle Guards,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ascetics_ankle_guards_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Ankle guards of the tower's ascetics which embody their commitment to an austere existence of strict self-control. In order to ascend from their mortal flesh into tutelary deities of the land, they heighten their spirituality through severe ascetic training.",leg armor,"[{'Physical': '3.4', 'VS Strike': '0.3', 'VS Slash': '3.0', 'VS Pierce': '1.5', 'Magic': '7.2', 'Fire': '7.2', 'Lightning': '7.1', 'Holy': '7.6'}]","[{'Immunity': '26', 'Robustness': '14', 'Focus': '17', 'Vitality': '39', 'Poise': '6'}]",2,,Drop by Curseblade enemies.,1,1
607,Messmer's Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/messmers_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Black greaves of Messmer the Impaler. On his mother's wishes, Messmer made himself a symbol of fear, undertaking the cleansing crusade she desired. ""Direct thy maledictions, thine ire, and thy grief towards me alone.""",leg armor,"[{'Physical': '5.4', 'VS Strike': '5.4', 'VS Slash': '5.0', 'VS Pierce': '6.2', 'Magic': '5.8', 'Fire': '7.1', 'Lightning': '6.8', 'Holy': '5.8'}]","[{'Immunity': '37', 'Robustness': '26', 'Focus': '35', 'Vitality': '37', 'Poise': '10'}]",5.1,,Purchase from Finger Reader Enia at Roundtable Hold after defeating Messmer the Impaler,17,1
608,Gravebird Anklets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gravebird_anklets_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Stone anklets with a tinge of green. One of a set of armor pieces cast in the image of the Gravebird. Gravebirds are ancient golems, created to guard the spiritgraves built where all manners of Death ultimately drift.",leg armor,"[{'Physical': '3.0', 'VS Strike': '3.4', 'VS Slash': '3.4', 'VS Pierce': '2.3', 'Magic': '4.0', 'Fire': '3.8', 'Lightning': '4.5', 'Holy': '4.5'}]","[{'Immunity': '26', 'Robustness': '15', 'Focus': '20', 'Vitality': '17', 'Poise': '5'}]",2,,"Found in a swamp infested with Gravebirds, below a big archway. [See Shadow of the Erdtree Map]",4,1
609,Common Soldier Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/common_soldier_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Greaves of the rank-and-file soldiers of Messmer's army. A pitch-dark soot clings to it, much like the inner faces of the men who wore them.",leg armor,"[{'Physical': '7.1', 'VS Strike': '5.4', 'VS Slash': '6.8', 'VS Pierce': '6.8', 'Magic': '4.0', 'Fire': '5.0', 'Lightning': '3.4', 'Holy': '4.5'}]","[{'Immunity': '15', 'Robustness': '29', 'Focus': '11', 'Vitality': '11', 'Poise': '11'}]",5.5,,Drop by soldiers in Castle Ensis,5,1
610,Horned Warrior Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/horned_warrior_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Greaves of the horned warriors, keepers of the tower. Shaped to resemble the unclothed form of a hero from older times.",leg armor,"[{'Physical': '7.7', 'VS Strike': '7.1', 'VS Slash': '7.4', 'VS Pierce': '6.5', 'Magic': '5.8', 'Fire': '5.8', 'Lightning': '5.0', 'Holy': '5.0'}]","[{'Immunity': '20', 'Robustness': '37', 'Focus': '11', 'Vitality': '15', 'Poise': '13'}]",6.6,,"Drops from Horned Warriors ( Small Private Altar site of grace in Belurat, Tower Settlement)",3,1
611,Divine Bird Warrior Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/divine_bird_warrior_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Greaves of divine bird warriors, the very first of all horned warriors, made from a golden metal. The great, sharp talons increase the force generated by kicks.",leg armor,"[{'Physical': '8.0', 'VS Strike': '7.3', 'VS Slash': '7.7', 'VS Pierce': '7.1', 'Magic': '6.5', 'Fire': '6.5', 'Lightning': '5.4', 'Holy': '5.8'}]","[{'Immunity': '24', 'Robustness': '35', 'Focus': '14', 'Vitality': '15', 'Poise': '15'}]",7.3,Increases the force generated by kicks by 5%,Dropped by Divine Bird Warriors,18,1
612,Rellana's Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/rellanas_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Ornate greaves of Rellana, the Twin Moon Knight, fashioned from silver steel.",leg armor,"[{'Physical': '7.7', 'VS Strike': '6.8', 'VS Slash': '8.0', 'VS Pierce': '7.4', 'Magic': '7.2', 'Fire': '6.8', 'Lightning': '5.4', 'Holy': '6.2'}]","[{'Immunity': '22', 'Robustness': '35', 'Focus': '15', 'Vitality': '15', 'Poise': '14'}]",7.3,,The complete set (Rellana's Set) can be bought from Enia in the Roundtable Hold upon defeating Rellana Twin Moon Knight.,5,1
613,Young Lion's Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/young_lions_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"The golden greaves worn by Radahn in his younger years. Worn by a fierce lion. When Malenia, Blade of Miquella, let the rotflower blossom in Aeonia, Radahn heard a murmur in his ear ""Miquella awaits thee, O promised consort.""",leg armor,"[{'Physical': '9.6', 'VS Strike': '8.3', 'VS Slash': '9.6', 'VS Pierce': '9.6', 'Magic': '7.1', 'Fire': '7.3', 'Lightning': '6.5', 'Holy': '7.3'}]","[{'Immunity': '31', 'Robustness': '44', 'Focus': '16', 'Vitality': '22', 'Poise': '19'}]",9.3,,"Purchase from Finger Reader Enia at Roundtable Hold after defeating Promised Consort Radahn / Radahn, Consort of Miquella in Enir-Ilim [See Shadow of the Erdtree Map]",19,1
614,Shadow Militiaman Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/shadow_militiaman_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,"Greaves as dark as shadow, worn by vulgar militiamen. Freshly-singed battlegrounds effusing with the stench of the dead. Forbidden lands that will be excised from the memory of history. What better place than the realms of shadow then, for such an army?",leg armor,"[{'Physical': '4.0', 'VS Strike': '5.0', 'VS Slash': '4.5', 'VS Pierce': '4.5', 'Magic': '5.8', 'Fire': '6.2', 'Lightning': '6.2', 'Holy': '5.0'}]","[{'Immunity': '47', 'Robustness': '20', 'Focus': '26', 'Vitality': '26', 'Poise': '8'}]",4.4,,May drop from Shadow Militiaman enemies,17,1
615,All-Knowing Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/all-knowing_greaves_elden_ring_wiki_guide_200px.png,"Greaves set with countless eyes and ears. Worn by Gideon Ofnir, the All-Knowing. Knowledge begins with the recognition of one's ignorance. The realization that the search for knowledge is unending. But when Gideon glimpsed into the will of Queen Marika, he shuddered in fear. At the end that should not be.",leg armor,"[{'Physical': '7.4', 'VS Strike': '6.8', 'VS Slash': '7.7', 'VS Pierce': '6.8', 'Magic': '7.1', 'Fire': '5.4', 'Lightning': '5.8', 'Holy': '5'}]","[{'Immunity': '17', 'Robustness': '29', 'Focus': '13', 'Vitality': '13', 'Poise': '13'}]",6.6,,"The entire All-Knowing Set is dropped by Sir Gideon Ofnir, the All-Knowing upon defeat. Sir Gideon is encountered as a boss in Leyndell, Capital of Ash, a alternate version of the Royal Capital accessible only after making significant progress in the story.Elden Ring Map here",8,0
616,Alberich's Trousers,http://eldenring.wiki.fextralife.com/file/Elden-Ring/alberichs_trousers_elden_ring_wiki_guide_200px.png,Mad Tongue Alberich's trousers.Alberiches was an aloof yet disturbed heretical sorcerer said to have been driven mad by jeering tongues during his service to the Roundtable Hold long ago.,leg armor,"[{'Physical': '3', 'VS Strike': '2.3', 'VS Slash': '3', 'VS Pierce': '3', 'Magic': '7.3', 'Fire': '6.8', 'Lightning': '7.2', 'Holy': '7.3'}]","[{'Immunity': '26', 'Robustness': '14', 'Focus': '41', 'Vitality': '44', 'Poise': '5'}]",2.5,,Found at the lower level of the Fortified Manor at Leyndell Royal Capital. Elden Ring Interactive Map Link.,2,0
